Area.name,Area.code,Area.type,date,Daily.lab.confirmed.cases,Cumulative.lab.confirmed.cases
St. Helens,E08000013,Upper tier local authority,2020-04-13,9,409
Staffordshire,E10000028,Upper tier local authority,2020-04-13,37,1027
Stockport,E08000007,Upper tier local authority,2020-04-13,37,546
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-13,7,215
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-13,15,225
Suffolk,E10000029,Upper tier local authority,2020-04-13,24,544
Sunderland,E08000024,Upper tier local authority,2020-04-13,34,739
Surrey,E10000030,Upper tier local authority,2020-04-13,95,1761
Sutton,E09000029,Upper tier local authority,2020-04-13,54,509
Swindon,E06000030,Upper tier local authority,2020-04-13,15,211
Tameside,E08000008,Upper tier local authority,2020-04-13,19,322
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-13,3,139
Thurrock,E06000034,Upper tier local authority,2020-04-13,8,212
Torbay,E06000027,Upper tier local authority,2020-04-13,3,104
Tower Hamlets,E09000030,Upper tier local authority,2020-04-13,14,519
Trafford,E08000009,Upper tier local authority,2020-04-13,9,404
Wakefield,E08000036,Upper tier local authority,2020-04-13,15,350
Walsall,E08000030,Upper tier local authority,2020-04-13,22,609
Waltham Forest,E09000031,Upper tier local authority,2020-04-13,19,580
Wandsworth,E09000032,Upper tier local authority,2020-04-13,14,774
Warrington,E06000007,Upper tier local authority,2020-04-13,16,373
Warwickshire,E10000031,Upper tier local authority,2020-04-13,28,746
West Berkshire,E06000037,Upper tier local authority,2020-04-13,12,185
West Sussex,E10000032,Upper tier local authority,2020-04-13,32,722
Westminster,E09000033,Upper tier local authority,2020-04-13,10,517
Wigan,E08000010,Upper tier local authority,2020-04-13,20,354
Wiltshire,E06000054,Upper tier local authority,2020-04-13,17,280
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-13,2,165
Wirral,E08000015,Upper tier local authority,2020-04-13,35,649
Wokingham,E06000041,Upper tier local authority,2020-04-13,17,207
Wolverhampton,E08000031,Upper tier local authority,2020-04-13,28,497
Worcestershire,E10000034,Upper tier local authority,2020-04-13,25,736
York,E06000014,Upper tier local authority,2020-04-13,12,146
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-14,13,369
Barnet,E09000003,Upper tier local authority,2020-04-14,20,1031
Barnsley,E08000016,Upper tier local authority,2020-04-14,27,440
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-14,9,152
Bedford,E06000055,Upper tier local authority,2020-04-14,20,284
Bexley,E09000004,Upper tier local authority,2020-04-14,23,474
Birmingham,E08000025,Upper tier local authority,2020-04-14,82,2076
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-14,16,204
Blackpool,E06000009,Upper tier local authority,2020-04-14,8,197
Bolton,E08000001,Upper tier local authority,2020-04-14,29,488
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-14,18,286
Bracknell Forest,E06000036,Upper tier local authority,2020-04-14,10,152
Bradford,E08000032,Upper tier local authority,2020-04-14,17,482
Brent,E09000005,Upper tier local authority,2020-04-14,34,1127
Brighton and Hove,E06000043,Upper tier local authority,2020-04-14,13,262
"Bristol, City of",E06000023,Upper tier local authority,2020-04-14,17,397
Bromley,E09000006,Upper tier local authority,2020-04-14,20,841
Buckinghamshire,E10000002,Upper tier local authority,2020-04-14,21,567
Bury,E08000002,Upper tier local authority,2020-04-14,4,267
Calderdale,E08000033,Upper tier local authority,2020-04-14,7,163
Cambridgeshire,E10000003,Upper tier local authority,2020-04-14,20,468
Camden,E09000007,Upper tier local authority,2020-04-14,9,470
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-14,16,346
Cheshire East,E06000049,Upper tier local authority,2020-04-14,28,512
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-14,22,503
City of London,E09000001,Upper tier local authority,2020-04-14,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-14,10,351
County Durham,E06000047,Upper tier local authority,2020-04-14,36,801
Coventry,E08000026,Upper tier local authority,2020-04-14,13,469
Croydon,E09000008,Upper tier local authority,2020-04-14,48,1112
Cumbria,E10000006,Upper tier local authority,2020-04-14,52,1395
Darlington,E06000005,Upper tier local authority,2020-04-14,7,160
Derby,E06000015,Upper tier local authority,2020-04-14,5,382
Derbyshire,E10000007,Upper tier local authority,2020-04-14,31,840
Devon,E10000008,Upper tier local authority,2020-04-14,25,468
Doncaster,E08000017,Upper tier local authority,2020-04-14,3,258
Dorset,E06000059,Upper tier local authority,2020-04-14,8,222
Dudley,E08000027,Upper tier local authority,2020-04-14,10,501
Ealing,E09000009,Upper tier local authority,2020-04-14,27,849
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-14,27,285
East Sussex,E10000011,Upper tier local authority,2020-04-14,13,387
Enfield,E09000010,Upper tier local authority,2020-04-14,35,644
Essex,E10000012,Upper tier local authority,2020-04-14,50,1778
Gateshead,E08000037,Upper tier local authority,2020-04-14,25,518
Gloucestershire,E10000013,Upper tier local authority,2020-04-14,27,799
Greenwich,E09000011,Upper tier local authority,2020-04-14,29,532
Hackney,E09000012,Upper tier local authority,2020-04-14,7,529
Halton,E06000006,Upper tier local authority,2020-04-14,10,233
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-14,9,416
Hampshire,E10000014,Upper tier local authority,2020-04-14,64,1897
Haringey,E09000014,Upper tier local authority,2020-04-14,9,466
Harrow,E09000015,Upper tier local authority,2020-04-14,15,727
Hartlepool,E06000001,Upper tier local authority,2020-04-14,1,79
Havering,E09000016,Upper tier local authority,2020-04-14,14,513
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-14,5,129
Hertfordshire,E10000015,Upper tier local authority,2020-04-14,61,1715
Hillingdon,E09000017,Upper tier local authority,2020-04-14,17,575
Hounslow,E09000018,Upper tier local authority,2020-04-14,21,533
Isle of Wight,E06000046,Upper tier local authority,2020-04-14,0,0
Islington,E09000019,Upper tier local authority,2020-04-14,7,350
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-14,6,389
Kent,E10000016,Upper tier local authority,2020-04-14,67,2025
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-14,28,190
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-14,14,335
Kirklees,E08000034,Upper tier local authority,2020-04-14,24,386
Knowsley,E08000011,Upper tier local authority,2020-04-14,8,349
Lambeth,E09000022,Upper tier local authority,2020-04-14,11,972
Lancashire,E10000017,Upper tier local authority,2020-04-14,87,1855
Leeds,E08000035,Upper tier local authority,2020-04-14,35,772
Leicester,E06000016,Upper tier local authority,2020-04-14,13,432
Leicestershire,E10000018,Upper tier local authority,2020-04-14,22,593
Lewisham,E09000023,Upper tier local authority,2020-04-14,14,752
Lincolnshire,E10000019,Upper tier local authority,2020-04-14,31,549
Liverpool,E08000012,Upper tier local authority,2020-04-14,29,1035
Luton,E06000032,Upper tier local authority,2020-04-14,24,459
Manchester,E08000003,Upper tier local authority,2020-04-14,37,783
Medway,E06000035,Upper tier local authority,2020-04-14,13,435
Merton,E09000024,Upper tier local authority,2020-04-14,12,549
Middlesbrough,E06000002,Upper tier local authority,2020-04-14,19,339
Milton Keynes,E06000042,Upper tier local authority,2020-04-14,16,349
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-14,31,658
